Game,Date,Game_ID,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at Even Strength,CA at Even Strength,CF% at Even Strength,FF at Even Strength,FA at Even Strength,FF% at Even Strength,FOW at Even Strength,FOL at Even Strength
46,1/22/2024,202401220BOS,BOS,vs,WPG,4,1,W,,21,6,21,6,37,41,47.40%,28,31,47.50%,20,21
47,1/24/2024,202401240BOS,BOS,vs,CAR,2,3,L,,28,6,33,8,34,55,38.20%,28,45,38.40%,17,21
48,1/25/2024,202401250OTT,BOS,@,OTT,3,2,W,OT,23,18,37,8,41,52,44.10%,26,37,41.30%,21,21
49,1/27/2024,202401270PHI,BOS,@,PHI,6,2,W,,28,6,37,6,40,60,40.00%,33,43,43.40%,17,21
50,2/6/2024,202402060BOS,BOS,vs,CGY,1,4,L,,22,24,29,25,43,53,44.80%,29,38,43.30%,22,18
51,2/8/2024,202402080BOS,BOS,vs,VAN,4,0,W,,24,10,17,10,33,37,47.10%,28,26,51.90%,16,26
52,2/10/2024,202402100BOS,BOS,vs,WSH,0,3,L,,18,17,29,8,27,33,45.00%,17,25,40.50%,12,16
53,2/13/2024,202402130BOS,BOS,vs,TBL,2,3,L,SO,38,6,25,12,64,38,62.70%,44,29,60.30%,21,21
54,2/15/2024,202402150BOS,BOS,vs,SEA,1,4,L,,37,4,26,4,63,43,59.40%,48,33,59.30%,17,22
55,2/17/2024,202402170BOS,BOS,vs,LAK,4,5,L,OT,32,11,35,15,47,55,46.10%,36,42,46.20%,35,22
56,2/19/2024,202402190BOS,BOS,vs,DAL,4,3,W,SO,30,9,46,9,51,77,39.80%,39,60,39.40%,29,31
57,2/21/2024,202402210EDM,BOS,@,EDM,6,5,W,OT,36,11,42,9,54,78,40.90%,46,57,44.70%,30,29
58,2/22/2024,202402220CGY,BOS,@,CGY,2,3,L,OT,34,2,30,6,53,58,47.70%,39,47,45.30%,25,22
59,2/24/2024,202402240VAN,BOS,@,VAN,2,3,L,OT,25,4,39,8,39,77,33.60%,28,59,32.20%,25,33
60,2/26/2024,202402260SEA,BOS,@,SEA,3,4,L,SO,32,10,27,2,55,51,51.90%,40,35,53.30%,31,17
61,2/29/2024,202402290BOS,BOS,vs,VEG,5,4,W,,32,4,36,4,53,61,46.50%,35,47,42.70%,26,31
62,3/2/2024,202403020NYI,BOS,@,NYI,1,5,L,,23,8,26,6,38,39,49.40%,28,29,49.10%,17,27
63,3/4/2024,202403040TOR,BOS,@,TOR,4,1,W,,27,8,33,4,32,44,42.10%,22,35,38.60%,16,20
64,3/5/2024,202403050BOS,BOS,vs,EDM,1,2,L,OT,25,4,26,4,36,60,37.50%,29,33,46.80%,14,23
65,3/7/2024,202403070BOS,BOS,vs,TOR,4,1,W,,25,24,29,26,37,50,42.50%,30,35,46.20%,10,31
66,3/9/2024,202403090BOS,BOS,vs,PIT,5,1,W,,23,2,39,4,42,58,42.00%,34,42,44.70%,34,26
67,3/11/2024,202403110BOS,BOS,vs,STL,1,5,L,,37,6,22,6,56,33,62.90%,46,26,63.90%,14,21
68,3/14/2024,202403140MTL,BOS,@,MTL,2,1,W,OT,24,6,19,8,47,41,53.40%,31,25,55.40%,18,14
69,3/16/2024,202403160BOS,BOS,vs,PHI,6,5,W,,30,10,29,8,52,45,53.60%,35,30,53.80%,23,21
70,3/19/2024,202403190BOS,BOS,vs,OTT,6,2,W,,26,10,31,16,46,46,50.00%,31,30,50.80%,35,15
71,3/21/2024,202403210BOS,BOS,vs,NYR,2,5,L,,26,2,31,6,31,54,36.50%,24,37,39.30%,19,23
72,3/23/2024,202403230PHI,BOS,@,PHI,2,3,L,,20,6,29,4,43,50,46.20%,28,42,40.00%,23,22
73,3/26/2024,202403260FLA,BOS,@,FLA,4,3,W,,21,17,21,19,28,51,35.40%,20,33,37.70%,24,20
74,3/27/2024,202403270TBL,BOS,@,TBL,1,3,L,,24,7,31,9,34,54,38.60%,23,39,37.10%,20,25
75,3/30/2024,202403300WSH,BOS,@,WSH,3,2,W,SO,29,8,20,4,54,41,56.80%,36,20,64.30%,23,20
76,4/2/2024,202404020NSH,BOS,@,NSH,3,0,W,,32,8,31,4,45,61,42.50%,35,42,45.50%,14,27
77,4/4/2024,202404040CAR,BOS,@,CAR,4,1,W,,28,11,29,13,43,66,39.40%,32,48,40.00%,19,22
78,4/6/2024,202404060BOS,BOS,vs,FLA,3,2,W,OT,29,10,30,14,36,55,39.60%,27,34,44.30%,28,17
79,4/9/2024,202404090BOS,BOS,vs,CAR,1,4,L,,23,6,26,8,30,45,40.00%,23,36,39.00%,22,20
80,4/13/2024,202404130PIT,BOS,@,PIT,6,4,W,,31,4,32,6,54,56,49.10%,39,36,52.00%,28,24
81,4/15/2024,202404150WSH,BOS,@,WSH,0,2,L,,16,2,25,0,37,56,39.80%,24,45,34.80%,28,23
82,4/16/2024,202404160BOS,BOS,vs,OTT,1,3,L,,35,6,20,6,54,31,63.50%,39,24,61.90%,26,10
1,10/12/2023,202310120BUF,BUF,vs,NYR,1,5,L,,25,10,31,8,42,45,48.30%,28,35,44.40%,20,30
2,10/14/2023,202310140NYI,BUF,@,NYI,2,3,L,,28,6,29,4,50,50,50.00%,35,35,50.00%,20,37
3,10/17/2023,202310170BUF,BUF,vs,TBL,3,2,W,OT,31,13,25,11,48,47,50.50%,39,36,52.00%,22,22
4,10/19/2023,202310190BUF,BUF,vs,CGY,3,4,L,,27,12,36,12,34,47,42.00%,25,39,39.10%,17,23
5,10/21/2023,202310210BUF,BUF,vs,NYI,3,1,W,,42,11,25,11,66,37,64.10%,46,28,62.20%,28,10
6,10/23/2023,202310230BUF,BUF,vs,MTL,1,3,L,,37,6,27,10,51,33,60.70%,38,24,61.30%,18,22
7,10/24/2023,202310240OTT,BUF,@,OTT,6,4,W,,24,31,38,27,38,51,42.70%,28,39,41.80%,24,30
8,10/27/2023,202310270NJD,BUF,@,NJD,4,5,L,,27,26,39,21,46,48,48.90%,36,29,55.40%,19,25
9,10/29/2023,202310290BUF,BUF,vs,COL,4,0,W,,29,12,23,16,33,47,41.30%,27,31,46.60%,17,17
10,11/1/2023,202311010PHI,BUF,@,PHI,5,2,W,,15,6,40,4,36,62,36.70%,24,44,35.30%,26,25
11,11/3/2023,202311030BUF,BUF,vs,PHI,1,5,L,,22,11,19,11,42,47,47.20%,30,29,50.80%,18,11
12,11/4/2023,202311040TOR,BUF,@,TOR,6,4,W,,41,8,28,6,50,40,55.60%,39,23,62.90%,14,29
13,11/7/2023,202311070CAR,BUF,@,CAR,2,3,L,OT,21,8,27,8,37,46,44.60%,29,34,46.00%,13,20
14,11/10/2023,202311100BUF,BUF,vs,MIN,3,2,W,,25,10,35,8,38,57,40.00%,25,37,40.30%,13,24
15,11/11/2023,202311110PIT,BUF,@,PIT,0,4,L,,35,6,39,4,57,59,49.10%,47,47,50.00%,14,25
16,11/14/2023,202311140BUF,BUF,vs,BOS,2,5,L,,34,8,32,6,58,45,56.30%,44,33,57.10%,22,21
17,11/17/2023,202311170WPG,BUF,@,WPG,2,3,L,,28,8,18,4,56,34,62.20%,39,24,61.90%,18,20
18,11/19/2023,202311190CHI,BUF,@,CHI,3,2,W,,20,6,26,6,35,46,43.20%,27,37,42.20%,21,19
19,11/22/2023,202311220WSH,BUF,@,WSH,3,4,L,OT,27,9,30,11,52,46,53.10%,30,37,44.80%,24,19
20,11/24/2023,202311240BUF,BUF,vs,PIT,3,2,W,,34,8,33,12,58,48,54.70%,46,38,54.80%,26,25
21,11/25/2023,202311250NJD,BUF,@,NJD,2,7,L,,12,4,37,6,27,68,28.40%,19,50,27.50%,23,29
22,11/27/2023,202311270NYR,BUF,@,NYR,5,1,W,,39,6,26,4,56,43,56.60%,41,28,59.40%,12,28
23,11/30/2023,202311300STL,BUF,@,STL,4,6,L,,46,4,20,6,71,38,65.10%,59,33,64.10%,23,24
24,12/2/2023,202312020CAR,BUF,@,CAR,2,6,L,,22,13,37,19,28,69,28.90%,22,54,28.90%,20,25
25,12/3/2023,202312030BUF,BUF,vs,NSH,1,2,L,,35,4,29,2,68,52,56.70%,55,38,59.10%,20,31
26,12/5/2023,202312050BUF,BUF,vs,DET,3,5,L,,32,8,27,10,48,30,61.50%,32,22,59.30%,21,26
27,12/7/2023,202312070BOS,BUF,@,BOS,3,1,W,,35,2,32,6,49,60,45.00%,39,42,48.10%,19,24
28,12/9/2023,202312090BUF,BUF,vs,MTL,2,3,L,SO,48,24,31,17,64,37,63.40%,49,32,60.50%,16,22
29,12/11/2023,202312110BUF,BUF,vs,ARI,5,2,W,,38,6,23,4,56,36,60.90%,44,27,62.00%,29,20
30,12/13/2023,202312130COL,BUF,@,COL,1,5,L,,30,4,29,4,50,53,48.50%,34,39,46.60%,28,31
31,12/15/2023,202312150VEG,BUF,@,VEG,5,2,W,,27,8,35,2,45,60,42.90%,33,45,42.30%,28,20
32,12/16/2023,202312160ARI,BUF,@,ARI,0,2,L,,28,6,22,4,55,53,50.90%,38,34,52.80%,15,18
33,12/19/2023,202312190BUF,BUF,vs,CBJ,4,9,L,,29,4,34,6,52,50,51.00%,38,39,49.40%,31,20
34,12/21/2023,202312210BUF,BUF,vs,TOR,9,3,W,,34,8,27,10,52,39,57.10%,41,25,62.10%,15,21
35,12/23/2023,202312230NYR,BUF,@,NYR,3,4,L,OT,30,33,33,7,55,51,51.90%,42,37,53.20%,25,25
36,12/27/2023,202312270BUF,BUF,vs,BOS,1,4,L,,26,10,25,12,48,38,55.80%,35,29,54.70%,23,26
37,12/30/2023,202312300BUF,BUF,vs,CBJ,3,2,W,OT,42,2,20,2,78,32,70.90%,56,26,68.30%,30,21
38,12/31/2023,202312310OTT,BUF,@,OTT,1,5,L,,46,16,31,20,60,48,55.60%,45,35,56.30%,24,27
39,1/4/2024,202401040MTL,BUF,@,MTL,6,1,W,,38,10,33,12,59,50,54.10%,46,34,57.50%,22,23
40,1/6/2024,202401060PIT,BUF,@,PIT,3,1,W,,32,10,41,6,50,66,43.10%,33,51,39.30%,19,28
41,1/9/2024,202401090BUF,BUF,vs,SEA,2,5,L,,38,2,26,2,74,47,61.20%,50,33,60.20%,32,21
42,1/11/2024,202401110BUF,BUF,vs,OTT,5,3,W,,32,8,28,6,46,58,44.20%,34,33,50.70%,23,24
43,1/13/2024,202401130BUF,BUF,vs,VAN,0,1,L,,26,13,23,15,42,40,51.20%,26,28,48.10%,14,24
44,1/15/2024,202401150BUF,BUF,vs,SJS,3,0,W,,35,6,28,6,59,55,51.80%,45,39,53.60%,25,26
45,1/18/2024,202401180BUF,BUF,vs,CHI,3,0,W,,31,10,19,15,43,23,65.20%,27,14,65.90%,9,13
46,1/20/2024,202401200BUF,BUF,vs,TBL,1,3,L,,27,6,16,4,51,36,58.60%,38,25,60.30%,18,24
47,1/23/2024,202401230ANA,BUF,@,ANA,2,4,L,,30,30,36,38,56,44,56.00%,39,37,51.30%,24,17
48,1/24/2024,202401240LAK,BUF,@,LAK,5,3,W,,37,6,40,8,55,59,48.20%,39,49,44.30%,19,28
49,1/27/2024,202401270SJS,BUF,@,SJS,5,2,W,,36,10,26,10,59,60,49.60%,48,43,52.70%,26,34
50,2/6/2024,202402060BUF,BUF,vs,DAL,1,2,L,,48,10,30,8,63,38,62.40%,42,29,59.20%,24,39
51,2/10/2024,202402100BUF,BUF,vs,STL,1,3,L,,34,6,26,8,58,43,57.40%,42,32,56.80%,30,22
52,2/13/2024,202402130BUF,BUF,vs,LAK,7,0,W,,24,6,33,4,43,67,39.10%,34,44,43.60%,13,27
53,2/15/2024,202402150BUF,BUF,vs,FLA,0,4,L,,45,6,30,14,52,49,51.50%,44,37,54.30%,26,21
54,2/17/2024,202402170MIN,BUF,@,MIN,3,2,W,OT,28,8,32,6,38,45,45.80%,32,36,47.10%,23,23
55,2/19/2024,202402190BUF,BUF,vs,ANA,3,4,L,,37,4,14,6,60,27,69.00%,44,19,69.80%,17,24
56,2/21/2024,202402210MTL,BUF,@,MTL,3,2,W,,23,10,31,10,37,56,39.80%,21,42,33.30%,14,25
57,2/23/2024,202402230CBJ,BUF,@,CBJ,2,1,W,,37,6,26,10,50,44,53.20%,40,32,55.60%,23,15
58,2/25/2024,202402250BUF,BUF,vs,CAR,3,2,W,SO,32,4,32,4,74,67,52.50%,47,47,50.00%,19,30
59,2/27/2024,202402270FLA,BUF,@,FLA,2,3,L,,30,14,37,12,51,47,52.00%,40,35,53.30%,22,36
60,2/29/2024,202402290TBL,BUF,@,TBL,3,2,W,OT,23,6,23,6,44,41,51.80%,24,32,42.90%,16,21
61,3/2/2024,202403020BUF,BUF,vs,VEG,7,2,W,,35,9,24,7,79,41,65.80%,51,31,62.20%,26,30
62,3/3/2024,202403030BUF,BUF,vs,WPG,2,5,L,,19,4,35,4,44,59,42.70%,24,39,38.10%,29,27
63,3/6/2024,202403060TOR,BUF,@,TOR,1,2,L,OT,25,2,27,4,50,42,54.30%,33,35,48.50%,20,26
64,3/7/2024,202403070NSH,BUF,@,NSH,2,4,L,,28,6,24,6,39,51,43.30%,24,43,35.80%,21,27
65,3/9/2024,202403090BUF,BUF,vs,EDM,3,2,W,SO,27,6,32,2,49,46,51.60%,38,39,49.40%,8,34
66,3/12/2024,202403120BUF,BUF,vs,DET,7,3,W,,39,8,24,8,51,42,54.80%,38,34,52.80%,19,23
67,3/14/2024,202403140BUF,BUF,vs,NYI,4,0,W,,37,13,21,13,46,32,59.00%,36,24,60.00%,19,15
68,3/16/2024,202403160DET,BUF,@,DET,1,4,L,,26,4,26,4,50,44,53.20%,36,35,50.70%,22,27
69,3/18/2024,202403180SEA,BUF,@,SEA,6,2,W,,30,10,34,4,50,51,49.50%,40,35,53.30%,22,16
70,3/19/2024,202403190VAN,BUF,@,VAN,2,3,L,,17,12,34,10,47,46,50.50%,27,34,44.30%,18,21
71,3/21/2024,202403210EDM,BUF,@,EDM,3,8,L,,29,4,39,6,41,65,38.70%,27,47,36.50%,18,28
72,3/24/2024,202403240CGY,BUF,@,CGY,4,1,W,,29,4,33,2,54,66,45.00%,38,45,45.80%,17,26
73,3/27/2024,202403270BUF,BUF,vs,OTT,2,6,L,,36,10,42,10,67,56,54.50%,50,48,51.00%,20,33
74,3/29/2024,202403290BUF,BUF,vs,NJD,5,2,W,,36,6,30,0,59,60,49.60%,47,43,52.20%,16,31
75,3/30/2024,202403300BUF,BUF,vs,TOR,0,3,L,,34,70,22,62,44,32,57.90%,33,24,57.90%,11,19
76,4/2/2024,202404020BUF,BUF,vs,WSH,6,2,W,,35,6,26,4,59,48,55.10%,43,31,58.10%,22,28
77,4/5/2024,202404050BUF,BUF,vs,PHI,4,2,W,,19,6,34,2,54,66,45.00%,35,51,40.70%,12,31
78,4/7/2024,202404070DET,BUF,@,DET,1,3,L,,38,18,24,18,77,42,64.70%,50,33,60.20%,29,27
79,4/9/2024,202404090DAL,BUF,@,DAL,2,3,L,,21,4,24,16,48,43,52.70%,28,35,44.40%,31,34
80,4/11/2024,202404110BUF,BUF,vs,WSH,4,2,W,,17,12,24,12,49,56,46.70%,30,43,41.10%,13,30
81,4/13/2024,202404130FLA,BUF,@,FLA,2,3,L,OT,29,19,42,4,30,67,30.90%,26,46,36.10%,15,29
82,4/15/2024,202404150TBL,BUF,@,TBL,4,2,W,,34,4,33,4,49,53,48.00%,38,44,46.30%,23,28
1,10/11/2023,202310110CAR,CAR,vs,OTT,5,3,W,,42,10,30,14,62,36,63.30%,50,31,61.70%,27,21
2,10/14/2023,202310140LAK,CAR,@,LAK,6,5,W,SO,19,16,30,10,33,42,44.00%,23,33,41.10%,25,21
3,10/15/2023,202310150ANA,CAR,@,ANA,3,6,L,,35,20,25,28,68,42,61.80%,44,36,55.00%,24,21
4,10/17/2023,202310170SJS,CAR,@,SJS,6,3,W,,42,22,16,14,52,19,73.20%,30,13,69.80%,19,18
5,10/19/2023,202310190SEA,CAR,@,SEA,4,7,L,,36,13,36,9,66,50,56.90%,45,34,57.00%,25,33
6,10/21/2023,202310210COL,CAR,@,COL,4,6,L,,27,10,27,10,46,38,54.80%,31,31,50.00%,24,23
7,10/24/2023,202310240TBL,CAR,@,TBL,0,3,L,,32,37,23,17,53,30,63.90%,36,25,59.00%,21,16
8,10/26/2023,202310260CAR,CAR,vs,SEA,3,2,W,OT,45,2,26,2,81,42,65.90%,62,30,67.40%,39,31
9,10/27/2023,202310270CAR,CAR,vs,SJS,3,0,W,,40,6,20,10,67,35,65.70%,47,25,65.30%,24,34
10,10/30/2023,202310300PHI,CAR,@,PHI,3,2,W,,32,10,28,2,47,40,54.00%,35,36,49.30%,33,13
11,11/2/2023,202311020NYR,CAR,@,NYR,1,2,L,,27,10,26,4,60,36,62.50%,38,28,57.60%,28,22
12,11/4/2023,202311040NYI,CAR,@,NYI,4,3,W,OT,46,4,25,8,89,35,71.80%,64,29,68.80%,32,25
13,11/7/2023,202311070CAR,CAR,vs,BUF,3,2,W,OT,27,8,21,8,46,36,56.10%,34,29,54.00%,20,13
14,11/10/2023,202311100FLA,CAR,@,FLA,2,5,L,,30,4,35,6,64,54,54.20%,43,39,52.40%,35,24
15,11/11/2023,202311110TBL,CAR,@,TBL,4,0,W,,32,11,22,11,52,40,56.50%,40,26,60.60%,22,26
16,11/15/2023,202311150CAR,CAR,vs,PHI,1,3,L,,32,2,24,6,69,34,67.00%,41,26,61.20%,28,34
17,11/18/2023,202311180CAR,CAR,vs,PIT,4,2,W,,34,4,28,6,58,49,54.20%,47,37,56.00%,21,25
18,11/22/2023,202311220CAR,CAR,vs,EDM,6,3,W,,27,8,23,10,49,49,50.00%,32,33,49.20%,18,24
19,11/24/2023,202311240CAR,CAR,vs,TBL,2,8,L,,24,22,14,34,54,24,69.20%,34,18,65.40%,24,15
20,11/26/2023,202311260CAR,CAR,vs,CBJ,3,2,W,,43,0,23,4,69,39,63.90%,50,28,64.10%,29,25
21,11/28/2023,202311280PHI,CAR,@,PHI,4,1,W,,36,4,29,4,64,51,55.70%,43,37,53.80%,24,25
22,11/30/2023,202311300CAR,CAR,vs,NYI,4,5,L,OT,43,8,16,6,86,33,72.30%,57,24,70.40%,24,30
23,12/2/2023,202312020CAR,CAR,vs,BUF,6,2,W,,37,19,22,13,71,27,72.40%,54,22,71.10%,25,20
24,12/4/2023,202312040WPG,CAR,@,WPG,1,2,L,,43,2,22,6,75,41,64.70%,59,31,65.60%,23,22
25,12/6/2023,202312060EDM,CAR,@,EDM,1,6,L,,39,2,34,4,62,47,56.90%,44,41,51.80%,26,33
26,12/7/2023,202312070CGY,CAR,@,CGY,2,3,L,,30,6,27,2,54,48,52.90%,35,38,47.90%,34,25
27,12/9/2023,202312090VAN,CAR,@,VAN,3,4,L,,24,6,24,10,45,26,63.40%,29,23,55.80%,20,22
28,12/12/2023,202312120OTT,CAR,@,OTT,4,1,W,,28,12,32,20,52,47,52.50%,38,36,51.40%,27,21
29,12/14/2023,202312140DET,CAR,@,DET,2,1,W,,39,6,26,8,64,39,62.10%,48,27,64.00%,32,12
30,12/15/2023,202312150CAR,CAR,vs,NSH,5,6,L,OT,31,6,30,6,59,47,55.70%,39,36,52.00%,33,25
31,12/17/2023,202312170CAR,CAR,vs,WSH,1,2,L,SO,29,4,21,10,54,32,62.80%,42,25,62.70%,20,28
32,12/19/2023,202312190CAR,CAR,vs,VEG,6,3,W,,39,8,33,6,63,42,60.00%,49,33,59.80%,26,34
33,12/21/2023,202312210PIT,CAR,@,PIT,1,2,L,SO,24,10,25,4,54,40,57.40%,29,23,55.80%,26,25
34,12/23/2023,202312230CAR,CAR,vs,NYI,4,5,L,,40,8,28,10,77,41,65.30%,54,33,62.10%,30,27
35,12/27/2023,202312270NSH,CAR,@,NSH,5,2,W,,25,8,37,12,42,40,51.20%,26,32,44.80%,28,20
36,12/28/2023,202312280CAR,CAR,vs,MTL,5,3,W,,31,8,21,6,60,46,56.60%,33,37,47.10%,23,32
37,12/30/2023,202312300TOR,CAR,@,TOR,3,2,W,,28,8,27,10,42,43,49.40%,32,32,50.00%,17,31
38,1/2/2024,202401020NYR,CAR,@,NYR,6,1,W,,27,6,29,8,38,42,47.50%,28,34,45.20%,23,23
39,1/5/2024,202401050WSH,CAR,@,WSH,6,2,W,,34,6,17,6,69,34,67.00%,49,24,67.10%,31,23
40,1/6/2024,202401060CAR,CAR,vs,STL,1,2,L,SO,30,2,22,2,73,42,63.50%,49,29,62.80%,28,21
41,1/11/2024,202401110CAR,CAR,vs,ANA,6,3,W,,34,17,16,13,46,29,61.30%,34,23,59.60%,22,24
42,1/13/2024,202401130CAR,CAR,vs,PIT,3,2,W,OT,35,10,40,8,53,58,47.70%,45,44,50.60%,21,26
43,1/15/2024,202401150CAR,CAR,vs,LAK,2,5,L,,32,8,26,10,47,40,54.00%,31,31,50.00%,18,20
44,1/19/2024,202401190CAR,CAR,vs,DET,4,2,W,,30,2,12,2,62,30,67.40%,43,21,67.20%,33,26
45,1/21/2024,202401210CAR,CAR,vs,MIN,2,5,L,,42,4,19,8,68,32,68.00%,48,24,66.70%,31,21
46,1/24/2024,202401240BOS,CAR,@,BOS,3,2,W,,33,8,28,6,55,34,61.80%,45,28,61.60%,21,17
47,1/25/2024,202401250CAR,CAR,vs,NJD,3,2,W,,23,6,25,8,38,44,46.30%,31,33,48.40%,23,19
48,1/27/2024,202401270CAR,CAR,vs,ARI,3,1,W,,39,4,11,6,83,29,74.10%,57,16,78.10%,33,14
49,2/6/2024,202402060CAR,CAR,vs,VAN,2,3,L,,24,6,19,4,59,36,62.10%,40,28,58.80%,23,24
50,2/8/2024,202402080CAR,CAR,vs,COL,5,2,W,,27,34,27,12,45,44,50.60%,29,35,45.30%,24,19
51,2/10/2024,202402100CAR,CAR,vs,NJD,1,0,W,OT,32,10,34,6,60,44,57.70%,37,35,51.40%,24,17
52,2/13/2024,202402130DAL,CAR,@,DAL,2,4,L,,34,2,23,2,91,40,69.50%,61,30,67.00%,27,26
53,2/16/2024,202402160ARI,CAR,@,ARI,5,1,W,,30,8,31,4,54,44,55.10%,40,35,53.30%,35,15
54,2/17/2024,202402170VEG,CAR,@,VEG,3,1,W,,28,4,30,0,63,53,54.30%,40,40,50.00%,25,29
55,2/19/2024,202402190CAR,CAR,vs,CHI,6,3,W,,42,8,17,8,63,27,70.00%,48,17,73.80%,19,24
56,2/22/2024,202402220CAR,CAR,vs,FLA,1,0,W,,29,6,45,6,54,49,52.40%,37,41,47.40%,14,23
57,2/24/2024,202402240CAR,CAR,vs,DAL,1,2,L,,21,8,16,4,62,30,67.40%,38,19,66.70%,17,25
58,2/25/2024,202402250BUF,CAR,@,BUF,2,3,L,SO,32,4,32,4,67,72,48.20%,47,47,50.00%,30,19
59,2/27/2024,202402270MIN,CAR,@,MIN,3,2,W,,28,8,30,6,50,42,54.30%,27,34,44.30%,30,18
60,2/29/2024,202402290CBJ,CAR,@,CBJ,4,2,W,,33,6,22,4,69,42,62.20%,45,31,59.20%,30,21
61,3/2/2024,202403020CAR,CAR,vs,WPG,3,5,L,,35,10,32,8,54,37,59.30%,44,29,60.30%,32,15
62,3/7/2024,202403070CAR,CAR,vs,MTL,4,1,W,,39,12,25,10,75,34,68.80%,55,29,65.50%,28,17
63,3/9/2024,202403090NJD,CAR,@,NJD,4,2,W,,26,12,25,10,50,45,52.60%,41,35,53.90%,27,20
64,3/10/2024,202403100CAR,CAR,vs,CGY,7,2,W,,40,11,20,7,75,36,67.60%,54,26,67.50%,34,31
65,3/12/2024,202403120CAR,CAR,vs,NYR,0,1,L,,28,4,24,2,63,50,55.80%,41,38,51.90%,24,23
66,3/14/2024,202403140CAR,CAR,vs,FLA,4,0,W,,35,14,21,18,56,27,67.50%,43,19,69.40%,21,17
67,3/16/2024,202403160TOR,CAR,@,TOR,5,4,W,SO,40,8,40,10,61,43,58.70%,49,35,58.30%,18,27
68,3/17/2024,202403170OTT,CAR,@,OTT,7,2,W,,38,4,32,6,61,49,55.50%,48,39,55.20%,20,20
69,3/19/2024,202403190NYI,CAR,@,NYI,4,1,W,,34,7,31,7,58,51,53.20%,40,38,51.30%,23,16
70,3/21/2024,202403210CAR,CAR,vs,PHI,3,2,W,OT,33,6,32,4,66,56,54.10%,39,42,48.10%,23,27
71,3/22/2024,202403220WSH,CAR,@,WSH,6,7,L,SO,31,12,25,6,60,49,55.00%,45,31,59.20%,27,38
72,3/24/2024,202403240CAR,CAR,vs,TOR,2,1,W,,43,8,33,6,58,51,53.20%,44,41,51.80%,26,18
73,3/26/2024,202403260PIT,CAR,@,PIT,1,4,L,,39,9,22,9,82,38,68.30%,61,30,67.00%,30,34
74,3/28/2024,202403280CAR,CAR,vs,DET,4,0,W,,33,4,24,4,56,44,56.00%,47,31,60.30%,23,20
75,3/30/2024,202403300MTL,CAR,@,MTL,3,0,W,,30,6,26,4,59,43,57.80%,40,33,54.80%,27,23
76,4/4/2024,202404040CAR,CAR,vs,BOS,1,4,L,,29,13,28,11,67,43,60.90%,48,32,60.00%,22,19
77,4/5/2024,202404050CAR,CAR,vs,WSH,4,2,W,,45,6,16,8,74,26,74.00%,56,21,72.70%,32,20
78,4/7/2024,202404070CAR,CAR,vs,CBJ,3,0,W,,35,2,23,8,57,44,56.40%,42,36,53.80%,30,19
79,4/9/2024,202404090BOS,CAR,@,BOS,4,1,W,,26,8,23,6,45,30,60.00%,36,23,61.00%,20,22
80,4/12/2024,202404120STL,CAR,@,STL,5,2,W,,42,6,31,6,70,48,59.30%,51,34,60.00%,25,25
81,4/14/2024,202404140CHI,CAR,@,CHI,4,2,W,,34,6,16,6,65,25,72.20%,48,19,71.60%,17,26
82,4/16/2024,202404160CBJ,CAR,@,CBJ,3,6,L,,41,4,25,10,49,36,57.60%,39,27,59.10%,18,20
1,10/12/2023,202310120CBJ,CBJ,vs,PHI,2,4,L,,33,8,37,10,52,64,44.80%,36,42,46.20%,23,22
2,10/14/2023,202310140CBJ,CBJ,vs,NYR,5,3,W,,21,6,42,2,40,78,33.90%,30,56,34.90%,24,29
3,10/16/2023,202310160CBJ,CBJ,vs,DET,0,4,L,,23,15,28,13,32,34,48.50%,22,27,44.90%,10,29
4,10/20/2023,202310200CBJ,CBJ,vs,CGY,3,1,W,,29,11,37,24,57,58,49.60%,40,42,48.80%,25,19
5,10/21/2023,202310210MIN,CBJ,@,MIN,5,4,W,OT,54,6,28,6,79,56,58.50%,55,33,62.50%,34,17
6,10/24/2023,202310240CBJ,CBJ,vs,ANA,2,3,L,OT,37,8,27,14,51,39,56.70%,37,27,57.80%,13,23
7,10/26/2023,202310260MTL,CBJ,@,MTL,3,4,L,OT,36,19,29,17,50,59,45.90%,33,37,47.10%,24,18
8,10/28/2023,202310280CBJ,CBJ,vs,NYI,0,2,L,,34,6,34,6,57,57,50.00%,41,47,46.60%,10,17
9,10/30/2023,202310300DAL,CBJ,@,DAL,3,5,L,,25,6,33,6,53,54,49.50%,37,44,45.70%,22,27
10,11/2/2023,202311020CBJ,CBJ,vs,TBL,4,2,W,,28,8,29,10,51,52,49.50%,34,31,52.30%,24,26
11,11/4/2023,202311040WSH,CBJ,@,WSH,1,2,L,,35,8,27,10,58,46,55.80%,36,33,52.20%,22,22
12,11/6/2023,202311060FLA,CBJ,@,FLA,4,5,L,OT,23,4,46,6,55,90,37.90%,31,60,34.10%,23,24
13,11/9/2023,202311090CBJ,CBJ,vs,DAL,2,5,L,,29,6,31,4,51,64,44.30%,42,46,47.70%,31,27
14,11/11/2023,202311110DET,CBJ,@,DET,4,5,L,,22,6,28,6,53,44,54.60%,32,32,50.00%,16,27
15,11/12/2023,202311120NYR,CBJ,@,NYR,3,4,L,SO,28,10,40,6,50,72,41.00%,37,52,41.60%,19,42
